ANNOSCOLASTICO,CODICESCUOLA,CLASSI,BAMBINIMASCHI,BAMBINIFEMMINE
202324,GEAA80502P,1,3,10
202324,APAA817023,2,18,12
202324,TOAA80406R,2,19,16
202324,MEAA85101T,1,15,13
202324,PRAA832018,2,25,22
202324,VCAA80401P,3,25,34
202324,TOAA8BH025,4,31,36
202324,CSAA87107B,2,26,25
202324,LTAA83605L,1,13,9
202324,GEAA817021,2,22,22
202324,RMAA8DX012,6,68,59
202324,BAAA87304D,2,9,17
202324,VVAA83002A,2,14,16
202324,RMAA8AQ03L,4,47,41
202324,RGAA011055,3,33,35
202324,SAAA819019,5,61,51
202324,BOAA88501G,2,30,12
202324,CNAA859017,5,48,54
202324,ISAA82501G,3,32,30
202324,VCAA810012,5,55,47
202324,RCAA832059,1,6,4
202324,CEAA8AM01T,5,39,43
202324,VAAA834019,1,15,12
202324,PDAA890012,2,20,28
202324,CSAA84103B,1,8,6
202324,NOAA82901C,5,46,54
202324,MIAA8AX01E,7,71,64
202324,LIAA824039,3,34,37
202324,NAAA85302B,3,22,26
202324,VEAA86004B,1,8,22
202324,MNAA83601G,2,21,21
202324,LUAA834029,2,17,20
202324,MIAA8EC01R,6,54,48
202324,MEAA848012,2,25,25
202324,RMAA88703E,1,10,8
202324,CTAA044011,6,54,60
202324,TOAA8BA02A,3,36,31
202324,FGAA01101C,6,74,62
202324,ARAA82703X,2,19,19
202324,TOAA88901G,5,38,54
202324,TSAA818058,2,18,15
202324,PCAA812027,3,24,34
202324,AVAA871015,3,20,23
202324,FRAA843032,1,3,9
202324,BSAA8AC018,2,18,20
202324,TEAA84202V,2,22,17
202324,CNAA855043,3,34,17
202324,AGAA820045,4,31,24
202324,NAAA8G101X,8,76,73
202324,PDAA87804E,2,17,19
202324,MEAA826015,4,42,42
202324,GRAA82104A,1,5,9
202324,PSAA810042,2,28,17
202324,GOAA80402B,3,30,46
202324,NAAA85103R,2,17,18
202324,VEAA87302B,2,24,13
202324,LUAA82402P,1,11,10
202324,NAAA23604E,9,88,68
202324,VCAA801017,2,24,16
202324,PRAA82302E,5,63,52
202324,SRAA83405N,4,53,28
202324,MEAA877034,1,9,11
202324,CSAA8AY029,9,99,90
202324,SIAA821035,2,17,14
202324,BSAA82601A,5,51,48
202324,FRAA804019,2,10,19
202324,PIAA83505G,2,26,20
202324,RNAA80101E,2,28,22
202324,ALAA837023,1,7,9
202324,TOAA886025,1,16,7
202324,TRAA009075,3,31,38
202324,RMAA8DR01N,1,12,9
202324,VEAA875012,4,38,43
202324,RMAA8AK01B,2,26,18
202324,FGAA86601G,5,54,32
202324,PGAA042042,3,26,29
202324,SAAA895042,2,14,20
202324,VAAA819017,2,25,24
202324,UDAA85103X,4,24,16
202324,VVAA803044,1,7,6
202324,SRAA836026,5,44,44
202324,NAAA8FY014,9,81,90
202324,SAAA8BD04X,2,24,16
202324,PDAA874036,4,37,36
202324,CNAA804024,1,15,13
202324,CRAA802028,1,12,5
202324,RMAA863021,4,39,38
202324,TAAA83401C,4,36,34
202324,MIAA83802Q,1,9,6
202324,MCAA803028,2,16,16
202324,RGAA83401L,2,19,15
202324,MOAA85002G,3,30,42
202324,BOAA809023,2,8,14
202324,RMAA8BT01L,6,54,70
202324,MEAA88602T,1,4,8
202324,CSAA8AW02N,2,10,16
202324,BLAA83101X,2,25,20
202324,TOAA8B001D,4,53,26
202324,PEAA82003C,3,40,31
202324,CSAA89601D,6,64,53
202324,CZAA86102B,2,30,11
202324,ANAA83601R,3,39,33
202324,CAAA87202C,4,42,25
202324,PSAA828047,2,16,20
202324,AVAA86702E,2,19,21
202324,CBAA820019,5,41,47
202324,MOAA828019,2,21,23
202324,LUAA81702G,4,34,53
202324,IMAA81604P,1,11,10
202324,CEAA8A9011,2,14,15
202324,PNAA833018,5,47,62
202324,NAAA812025,4,39,38
202324,VEAA83301X,6,75,64
202324,ALAA80903X,2,14,22
202324,KRAA80802D,2,20,15
202324,SIAA80904G,3,25,27
202324,CNAA80201B,5,53,53
202324,CSAA83102Q,2,21,9
202324,PTAA82103E,3,23,28
202324,NAAA8AR03D,2,19,13
202324,SRAA82101B,4,41,31
202324,BNAA825028,1,10,13
202324,PRAA81401P,4,38,42
202324,VCAA80302X,2,20,15
202324,RMAA8A705A,3,31,41
202324,TAAA85401N,3,32,17
202324,BSAA81803D,1,9,13
202324,FOAA82301G,1,9,9
202324,KRAA82405E,3,31,27
202324,PAAA84901G,6,51,45
202324,TPAA805019,1,6,2
202324,CTAA88202Q,2,26,23
202324,RMAA8EX01L,2,22,12
202324,FGAA85803P,3,27,21
202324,PGAA05202E,1,8,7
202324,AGAA805032,1,8,8
202324,VEAA82601R,7,75,79
202324,SIAA805048,5,52,55
202324,CSAA82406R,2,26,9
202324,PZAA85203V,2,10,23
202324,UDAA82801R,4,40,37
202324,RMAA841024,2,17,17
202324,CAAA866014,3,28,23
202324,BGAA80702D,5,59,51
202324,RGAA829015,3,38,25
202324,LEAA803031,2,11,23
202324,FGAA833018,5,44,43
202324,BAAA82601R,7,66,76
202324,TAAA84802B,1,12,10
202324,BSAA80801R,2,31,21
202324,CTAA81605X,4,53,26
202324,SOAA82002D,1,6,16
202324,FGAA00905L,8,71,81
202324,ARAA82701T,3,47,29
202324,TOAA8BV01L,5,38,48
202324,AVAA807052,2,18,22
202324,CBAA827069,2,12,15
202324,BAAA04902G,2,29,18
202324,MOAA823027,4,50,29
202324,TPAA05902Q,8,80,68
202324,CAAA81802Q,3,28,31
202324,VIAA86004P,4,55,31
202324,UDAA84401P,2,19,27
202324,MTAA827017,8,95,64
202324,CNAA812056,1,9,17
202324,CHAA832014,7,83,80
202324,CTAA83201N,6,58,56
202324,PIAA831025,3,38,28
202324,CEAA834024,3,29,24
202324,SIAA81204B,3,23,29
202324,PZAA84103C,1,13,6
202324,CZAA84407V,3,21,26
202324,FIAA81402L,1,4,6
202324,CRAA82102N,2,25,22
202324,BAAA09804V,8,72,67
202324,MCAA82705X,2,29,24
202324,SAAA8AD016,9,102,69
202324,BOAA840023,2,18,18
202324,TOAA830014,2,20,15
202324,AGAA83604P,3,34,20
202324,BLAA823022,3,30,30
202324,AGAA85703P,2,16,16
202324,RMAA8GJ01V,9,64,62
202324,MIAA8DF02P,5,53,53
202324,FIAA861048,2,22,19
202324,BAAA85502T,2,19,24
202324,CTAA88804R,4,40,45
202324,PAAA09501A,4,36,41
202324,SSAA80303B,1,9,16
202324,PGAA042031,2,21,24
202324,VIAA87801R,4,43,42
202324,VAAA81801B,2,15,24
202324,MTAA82602C,3,25,19
202324,CEAA8AU02V,6,52,63
202324,ENAA824023,2,18,13
202324,ALAA824043,1,10,6
202324,NOAA82201N,9,93,90
202324,VRAA873023,5,74,55
202324,TVAA82002V,4,43,46
202324,RMAA83101C,2,22,21
202324,TAAA806018,4,52,41
202324,CEAA8BE03A,1,5,10
202324,RIAA82302X,1,14,11
202324,ALAA80603C,1,14,12
202324,RMAA8GF023,3,22,22
202324,LIAA82902B,4,45,45
202324,AQAA83905N,2,16,16
202324,ATAA81801N,5,62,66
202324,PAAA88601E,3,35,28
202324,MBAA8DC013,7,86,71
202324,CBAA819015,4,32,40
202324,BAAA84701T,9,73,69
202324,REAA826013,1,6,5
202324,VEAA80702C,3,39,24
202324,MTAA82301X,3,25,38
202324,ORAA823027,2,17,6
202324,CSAA851087,2,13,15
202324,AQAA84002P,7,86,72
202324,TOAA85501C,4,40,49
202324,MNAA81901T,4,54,46
202324,TOAA82603E,2,15,13
202324,RMAA8A7038,5,61,48
202324,AGAA86402R,2,22,11
202324,PGAA853018,4,47,37
202324,CSAA864045,1,6,10
202324,LIAA824028,3,39,31
202324,PAAA882028,2,11,14
202324,SVAA804031,1,8,10
202324,LIAA803016,2,26,15
202324,MBAA843013,6,74,60
202324,TEAA826054,2,23,22
202324,APAA832025,2,13,22
202324,MEAA84707C,2,14,15
202324,BIAA80007L,2,13,10
202324,VVAA812072,1,5,8
202324,ORAA82101E,1,8,8
202324,BSAA88101V,1,11,12
202324,FRAA834015,2,19,10
202324,LTAA81504E,2,29,13
202324,VRAA865013,9,82,88
202324,TSAA818047,1,12,8
202324,BRAA82001X,5,62,45
202324,MIAA886025,7,84,57
202324,FOAA03003T,2,20,18
202324,CZAA868015,4,28,38
202324,FIAA83601C,4,34,42
202324,VEAA84701T,3,36,34
202324,SAAA8A303C,2,15,16
202324,TPAA83704X,4,46,31
202324,CHAA818052,2,18,12
202324,RCAA80710V,1,5,10
202324,SOAA80606B,4,45,38
202324,RNAA811059,1,11,11
202324,NOAA81001B,6,62,55
202324,CSAA86101E,2,18,20
202324,LIAA82103T,4,45,41
202324,ANAA841018,2,21,17
202324,PZAA82002A,1,3,7
202324,BAAA840046,3,34,32
202324,PAAA033024,3,33,21
202324,NAAA85102Q,3,31,26
202324,FRAA85904L,3,23,34
202324,VIAA86002L,2,21,24
202324,MOAA81401B,3,24,37
202324,NAAA8DV03D,3,29,26
202324,CSAA8AJ04L,1,9,13
202324,VVAA82211T,1,7,7
202324,TOAA8A9019,3,38,24
202324,BRAA80503X,1,33,27
202324,PZAA874081,1,11,5
202324,LEAA881025,2,23,13
202324,MEAA897017,6,68,76
202324,TPAA835026,4,30,30
202324,MNAA81401P,2,25,20
202324,FRAA86004R,3,28,34
202324,SAAA8AY01D,2,24,14
202324,VCAA80604D,2,22,16
202324,MIAA8FH01E,4,49,39
202324,MEAA869046,3,20,14
202324,ANAA807062,5,53,46
202324,RIAA81702L,4,41,32
202324,NAAA8F901X,7,86,65
202324,AGAA85702N,4,30,42
202324,PGAA847066,1,15,17
202324,NOAA819041,2,31,16
202324,FGAA876016,7,86,62
202324,IMAA81002N,4,42,54
202324,LIAA82001X,3,36,20
202324,MOAA811032,2,15,18
202324,SAAA15803X,4,51,32
202324,NOAA83001L,9,116,108
202324,TOAA8AZ03B,4,43,30
202324,ALAA81702T,2,16,24
202324,BSAA865011,8,90,105
202324,FEAA823024,2,16,13
202324,MCAA82901B,8,95,78
202324,FRAA82901N,2,20,21
202324,LTAA81302R,2,8,3
202324,PIAA810024,3,24,37
202324,BRAA81503E,5,48,36
202324,CZAA86101A,4,48,35
202324,TOAA87104D,2,20,14
202324,NAAA86501L,3,26,11
202324,MNAA81001B,4,42,49
202324,REAA81501L,2,13,15
202324,SPAA814024,3,33,34
202324,SAAA8AT01A,2,19,15
202324,LUAA83802L,5,63,55
202324,CHAA816016,1,7,8
202324,RCAA81304V,2,14,19
202324,VBAA804058,1,7,7
202324,RIAA810051,1,8,5
202324,ORAA81803R,1,10,13
202324,LCAA807011,6,66,64
202324,LTAA838025,6,60,50
202324,NOAA814082,1,11,8
202324,RAAA82102E,6,58,61
202324,CZAA813011,2,15,12
202324,RMAA8DY03X,3,26,25
202324,BAAA874049,3,45,45
202324,RGAA01404G,3,27,40
202324,CEAA04401P,7,62,55
202324,BSAA85901N,3,31,40
202324,TEAA824018,1,14,11
202324,CZAA85911T,2,24,16
202324,MIAA8B503P,6,35,28
202324,MCAA82201L,1,16,15
202324,BAAA888014,9,107,82
202324,MSAA81105P,2,14,15
202324,MNAA80601Q,6,52,82
202324,FGAA85802N,3,28,17
202324,MNAA838028,5,57,60
202324,CTAA045051,6,65,61
202324,NAAA8F1019,17,94,86
202324,VRAA893028,2,23,19
202324,CSAA59103T,3,31,17
202324,CLAA83104X,1,9,14
202324,ARAA840029,3,30,43
202324,PCAA818015,4,56,42
202324,SVAA80401V,1,9,12
202324,BGAA87201G,1,10,10
202324,AVAA87302T,2,14,13
202324,CTAA86003X,1,15,7
202324,PAAA811015,7,67,56
202324,BSAA8AE021,3,34,29
202324,TEAA84303Q,2,13,15
202324,POAA809014,9,107,82
202324,SAAA09002T,4,50,27
202324,BLAA82604G,3,7,7
202324,FOAA80306G,1,7,8
202324,PIAA81801N,3,34,26
202324,BSAA852031,4,55,47
202324,SAAA8BR054,3,31,28
202324,FGAA00904G,6,66,50
202324,FIAA82302B,4,34,36
202324,CRAA80505V,1,11,8
202324,TPAA822013,5,57,60
202324,MCAA80701E,2,15,14
202324,BAAA167022,8,77,73
202324,BOAA81902N,4,37,35
202324,MSAA81002Q,1,7,7
202324,RCAA87105X,1,9,12
202324,PGAA023111,1,9,16
202324,TOAA80902Q,1,6,7
202324,RMAA8C602L,3,36,28
202324,CHAA818041,3,24,42
202324,RCAA80709R,1,3,5
202324,NAAA34101Q,8,64,80
202324,CLAA82903V,3,27,29
202324,PEAA82902T,2,23,29
202324,CTAA8AZ08E,3,23,37
202324,AVAA85203T,1,7,6
202324,TRAA81803P,4,36,51
202324,RGAA807029,3,39,31
202324,CTAA85503C,5,39,45
202324,SSAA820046,2,19,21
202324,VIAA84003C,4,41,31
202324,RCAA84202R,4,36,23
202324,SAAA05302V,1,13,8
202324,CNAA833035,1,10,13
202324,CBAA85401C,2,21,14
202324,SRAA86102V,3,14,9
202324,SAAA8BF04G,1,8,12
202324,AQAA850029,2,24,19
202324,ALAA836027,3,30,23
202324,VRAA84102G,2,20,19
202324,PTAA828017,4,50,42
202324,LEAA85704A,2,24,23
202324,MEAA89603D,2,21,14
202324,MCAA817037,4,42,37
202324,NAAA8B901D,9,80,63
202324,NAAA8EL01A,2,13,14
202324,ARAA833015,3,29,44
202324,CSAA8A004R,1,8,4
202324,AQAA82502L,2,14,13
202324,GEAA859023,4,50,39
202324,CAAA888066,1,5,6
202324,UDAA85402A,3,29,27
202324,FRAA847028,4,40,44
202324,MNAA804058,2,21,22
202324,SSAA83203B,2,22,21
202324,BOAA87601R,1,33,27
202324,IMAA81704E,2,23,24
202324,COAA84302B,3,21,41
202324,PNAA834047,3,33,29
202324,CEAA8AD03X,2,11,11
202324,ROAA823025,1,7,11
202324,CNAA826043,4,41,37
202324,RMAA8FC032,2,19,14
202324,CSAA831116,2,13,13
202324,LEAA85602C,3,22,32
202324,TOAA87101A,4,36,42
202324,PZAA81703G,1,5,8
202324,NAAA86403V,3,17,14
202324,SSAA833026,2,15,22
202324,LEAA81302E,1,11,7
202324,PGAA017038,3,43,25
202324,SAAA81603X,1,8,4
202324,LUAA828022,3,25,21
202324,BNAA84404Q,2,17,17
202324,PRAA838028,1,9,16
202324,CTAA82506Q,3,37,31
202324,VTAA820014,6,72,78
202324,PGAA82905G,2,20,11
202324,TOAA88302N,3,38,29
202324,TVAA87702P,3,28,25
202324,CTAA8AT029,3,24,32
202324,TAAA08403L,3,33,20
202324,TRAA81204R,1,9,11
202324,CTAA84702C,2,14,17
202324,BAAA071072,8,119,75
202324,TPAA806048,1,10,8
202324,CAAA829015,3,19,18
202324,RGAA011099,3,28,39
202324,PGAA05701L,6,76,68
202324,SAAA872016,3,24,23
202324,AGAA80803D,7,84,75
202324,ROAA82004Q,2,20,25
202324,CBAA84604L,1,10,12
202324,VTAA821032,6,91,50
202324,RMAA8FB014,5,61,52
202324,PDAA89302E,1,10,17
202324,GRAA81803D,1,13,10
202324,CRAA81505D,1,11,11
202324,LTAA80005T,2,16,17
202324,MIAA8CK014,6,60,76
202324,GEAA811011,4,31,53
202324,PSAA80403N,1,4,5
202324,MIAA86201G,3,38,30
202324,BOAA80601E,8,88,78
202324,LEAA810023,4,42,40
202324,SAAA8AH04L,2,18,18
202324,CNAA854014,3,31,30
202324,NAAA218041,5,36,31
202324,MTAA82002D,9,94,78
202324,MEAA872075,1,17,4
202324,CTAA04501R,6,65,69
202324,ANAA83203G,4,56,32
202324,FRAA83303B,3,26,29
202324,RMAA8GR01D,6,47,43
202324,ARAA82901D,2,31,24
202324,PVAA814054,1,12,11
202324,GEAA85005Q,2,20,23
202324,PSAA83301G,2,16,26
202324,TRAA810023,2,16,18
202324,FRAA843065,2,7,13
202324,LEAA828028,5,61,54
202324,SAAA888061,1,13,13
202324,COAA81903G,1,9,7
202324,POAA808029,2,30,19
202324,UDAA847027,2,25,17
202324,RMAA87902E,1,10,14
202324,CNAA82204Q,3,40,29
202324,VTAA833016,9,97,97
202324,RMAA8F706C,2,15,16
202324,PCAA80704T,1,3,5
202324,LOAA81502P,3,37,17
202324,APAA809035,1,2,8
202324,LEAA89804L,4,46,45
202324,TAAA82402V,5,41,45
202324,MCAA806071,1,10,7
202324,BOAA84305N,4,38,51
202324,TOAA83202R,1,12,9
202324,MEAA88105T,1,5,5
202324,RMAA8AG016,1,9,13
202324,FRAA80404C,1,11,9
202324,RNAA80104N,2,20,17
202324,CSAA887093,1,8,6
202324,NAAA8GY01P,8,75,88
202324,PVAA81102D,2,29,16
202324,TVAA883044,3,37,34
202324,FIAA862011,6,66,62
202324,TOAA84906A,1,4,12
202324,TRAA80301V,2,23,24
202324,RMAA8ES02E,3,33,25
202324,CTAA89103G,4,46,40
202324,CEAA8A402V,5,50,28
202324,VEAA82304C,4,40,29
202324,PTAA816055,1,4,5
202324,MIAA8DB02B,4,50,39
202324,LEAA8AH03P,2,25,8
202324,RCAA859048,3,32,21
202324,RMAA8D301P,3,41,35
202324,APAA82705R,1,11,6
202324,BNAA833027,2,17,17
202324,BGAA89203V,2,24,16
202324,RMAA8AD01P,3,32,36
202324,ANAA82802V,3,23,35
202324,NUAA868018,3,33,27
202324,NAAA8G301G,10,105,105
202324,ARAA83202A,1,10,12
202324,BRAA81502D,4,29,18
202324,MIAA8FM028,5,44,43
202324,FOAA019077,1,15,6
202324,PVAA819057,2,24,26
202324,GEAA84303E,3,28,26
202324,RMAA8BF022,5,34,35
202324,COAA811042,1,16,10
202324,AGAA84502B,1,4,5
202324,VEAA81902P,1,6,19
202324,CEAA819033,1,4,2
202324,PEAA81103N,2,30,25
202324,IMAA806033,1,9,11
202324,TOAA86204P,4,40,37
202324,PSAA83201Q,1,11,6
202324,BGAA88502P,6,21,23
202324,FGAA827044,1,9,9
202324,BOAA854021,2,18,25
202324,SRAA82104E,4,35,29
202324,NAAA8DF05B,2,19,15
202324,UDAA82903P,3,37,23
202324,RMAA8A903X,3,25,28
202324,SOAA815033,2,17,16
202324,CLAA81103N,2,28,28
202324,TOAA8BS015,6,53,64
202324,BRAA032039,3,46,26
202324,TOAA8A303C,3,37,25
202324,TVAA87701N,3,29,25
202324,CZAA842011,1,5,1
202324,SVAA817022,1,5,8
202324,VIAA85201L,3,27,30
202324,MEAA86205C,2,21,14
202324,CEAA8BB01R,4,21,39
202324,BIAA815036,1,14,14
202324,VAAA865011,5,46,63
202324,ENAA82804C,1,6,10
202324,TOAA8AE034,3,34,33
202324,PZAA88601X,2,14,8
202324,TVAA84301E,3,30,36
202324,CRAA81503B,1,15,10
202324,PSAA830014,2,20,24
202324,BGAA87001X,1,6,5
202324,RCAA85103L,1,15,8
202324,SAAA8A405A,1,6,7
202324,BSAA8AE01X,2,17,14
202324,CHAA03609R,2,20,23
202324,RMAA8CT036,3,30,29
202324,CEAA870049,2,20,19
202324,NAAA8CT026,3,39,27
202324,VCAA809074,1,10,12
202324,NUAA85404D,2,21,18
202324,SOAA81303B,3,33,35
202324,CLAA80402D,2,14,13
202324,BSAA85202X,2,23,17
202324,FRAA82503C,2,20,17
202324,MIAA8A102Q,2,27,15
202324,AVAA81001N,3,35,35
202324,APAA804032,2,25,18
202324,GEAA85003N,3,36,34
202324,PAAA042074,4,36,43
202324,NAAA85301A,10,89,85
202324,MSAA81001P,2,18,18
202324,LUAA834018,3,25,27
202324,CEAA8AZ022,3,14,22
202324,NAAA14302P,7,73,64
202324,VAAA880013,2,24,13
202324,ENAA81902G,2,25,14
202324,ALAA82206D,1,13,16
202324,MIAA81902A,2,18,26
202324,RCAA84804T,2,19,8
202324,RMAA8DB01V,7,66,77
202324,MSAA81808L,4,40,38
202324,RIAA82004E,2,21,7
202324,CBAA85307V,1,17,6
202324,SRAA86101T,10,83,85
202324,LTAA846035,3,30,20
202324,FGAA87803X,3,39,22
202324,PAAA88003N,2,19,29
202324,UDAA82902N,4,42,45
202324,SSAA80602T,2,18,20
202324,BAAA883011,3,23,27
202324,MSAA806035,2,23,15
202324,LUAA83102T,3,30,28
202324,BAAA19204R,4,57,47
202324,BIAA808011,2,12,18
202324,ENAA82503X,6,69,49
202324,BSAA893026,2,26,20
202324,TOAA8B401R,2,21,23
202324,VRAA877019,2,27,16
202324,PVAA814021,6,75,79
202324,PVAA82301P,1,12,14
202324,PAAA8AH021,4,32,36
202324,CAAA888055,3,29,18
202324,NAAA8D1025,4,34,31
202324,NUAA835022,2,18,15
202324,VRAA899027,4,45,37
202324,PSAA84002Q,5,55,56
202324,RAAA82601L,2,26,13
202324,SVAA80702B,4,24,32
202324,ANAA84503N,2,24,17
202324,MCAA803017,3,22,36
202324,NAAA86402T,6,44,50
202324,MOAA85001E,4,34,57
202324,LUAA828011,2,24,27
202324,TOAA80503D,2,13,24
202324,MEAA851041,1,12,11
202324,BIAA80604C,2,16,15
202324,NAAA11009P,2,20,13
202324,CLAA02401P,5,48,39
202324,FIAA83001D,2,14,13
202324,VIAA825018,3,36,35
202324,GEAA80602E,2,22,23
202324,FGAA85901C,6,51,56
202324,CEAA84901R,9,80,70
202324,MSAA814034,6,63,70
202324,ANAA813047,6,60,73
202324,SRAA853031,5,44,36
202324,CLAA83303E,3,22,19
202324,PGAA85304B,2,13,20
202324,VRAA81703Q,2,23,20
202324,MIAA88201R,8,63,90
202324,SVAA80504T,1,12,13
202324,ANAA84402R,2,22,28
202324,AVAA84607P,1,12,10
202324,PAAA83001E,1,9,8
202324,BAAA80503T,9,96,102
202324,BIAA802012,2,14,23
202324,NAAA8EC02B,2,29,13
202324,FGAA02907X,5,56,46
202324,PZAA869016,3,33,25
202324,PAAA8AV02D,1,12,8
202324,PAAA84802R,2,18,12
202324,LEAA86402B,3,47,28
202324,CAAA88302V,2,14,15
202324,MEAA8AA01B,3,29,20
202324,GOAA80901D,3,24,26
202324,TPAA83804Q,4,38,54
202324,BSAA8AD025,1,6,10
202324,REAA826057,1,7,3
202324,VIAA81403X,3,17,25
202324,SAAA83204V,1,7,5
202324,NAAA8CS019,8,79,80
202324,MIAA8FA01Q,6,47,54
202324,RIAA80903P,1,8,8
202324,ORAA82307C,2,31,20
202324,SRAA844014,4,50,23
202324,VIAA89003D,2,20,16
202324,RCAA10003N,1,6,4
202324,MCAA80605V,1,7,11
202324,SSAA826012,2,19,18
202324,BOAA88402R,3,39,31
202324,NAAA063012,10,98,92
202324,CHAA841053,3,29,39
202324,PGAA825014,2,17,17
202324,ALAA83802V,1,16,14
202324,MEAA83202D,2,20,22
202324,CSAA841019,7,77,55
202324,PZAA864035,1,17,5
202324,GRAA82401P,4,39,36
202324,MIAA8BL022,9,109,90
202324,FIAA86108C,1,10,9
202324,LEAA882054,4,54,42
202324,PZAA822011,3,19,15
202324,TRAA015038,2,20,15
202324,FGAA868017,4,34,36
202324,SAAA85501C,3,29,30
202324,APAA811035,3,9,16
202324,MIAA8EB022,3,30,35
202324,CNAA80805E,2,24,23
202324,NAAA8FC011,3,24,23
202324,VTAA81603E,2,17,16
202324,SRAA837022,3,32,23
202324,BRAA02208X,2,24,17
202324,FIAA86901Q,2,17,21
202324,PAAA8AB022,5,49,37
202324,TPAA815032,2,12,12
202324,BAAA87002X,7,64,57
202324,PAAA817047,2,15,8
202324,REAA854017,3,26,32
202324,BAAA19201N,8,90,82
202324,TEAA84201T,3,38,34
202324,AGAA820034,2,15,10
202324,BLAA83202R,3,36,32
202324,RMAA8GA01V,3,32,17
202324,KRAA81502L,2,16,17
202324,PDAA87802C,1,13,14
202324,MEAA82507G,2,11,17
202324,CSAA871015,2,25,13
202324,GRAA821039,3,37,40
202324,MIAA8AS02G,5,42,41
202324,PSAA810031,2,21,12
202324,TOAA872038,2,9,11
202324,BGAA832015,1,14,14
202324,PZAA821015,2,21,6
202324,TRAA009031,2,22,19
202324,RMAA8DW016,8,85,72
202324,VVAA82603Q,2,27,19
202324,LEAA82104G,3,50,29
202324,VEAA87301A,6,52,62
202324,MNAA83006T,1,6,4
202324,SAAA81804L,3,24,32
202324,RMAA8CF02L,1,12,12
202324,NAAA8DW028,3,27,20
202324,VCAA80002C,1,9,9
202324,TAAA860011,9,91,93
202324,SRAA83404L,3,33,23
202324,PEAA83403A,7,64,67
202324,PGAA868023,3,28,25
202324,TOAA886014,3,39,29
202324,LUAA81502X,1,4,14
202324,CZAA813077,2,15,13
202324,RMAA8AJ05B,1,17,7
202324,SAAA893039,2,14,13
202324,VAAA81802C,4,57,40
202324,RMAA88702D,3,27,32
202324,ANAA80804Q,3,37,37
202324,VTAA83605T,2,20,23
202324,CEAA04506Q,3,21,24
202324,KRAA825049,4,41,34
202324,PIAA838031,2,29,22
202324,MEAA82201T,5,62,49
202324,LTAA833077,4,40,38
202324,GRAA819039,2,12,19
202324,PVAA80201N,3,37,40
202324,RAAA80901V,10,106,109
202324,TVAA87601T,6,47,52
202324,FIAA858019,7,67,82
202324,PSAA807013,2,18,10
202324,TAAA83203V,4,33,21
202324,RMAA8DS031,2,27,13
202324,RGAA83303V,4,42,30
202324,BOAA809012,3,29,26
202324,NAAA8BN038,11,109,106
202324,CNAA855032,3,34,22
202324,NAAA21916A,3,35,30
202324,MIAA8EK011,3,25,29
202324,MEAA88601R,3,36,43
202324,ANAA834048,2,18,21
202324,BSAA81904A,2,17,25
202324,FOAA825028,3,35,34
202324,CSAA80205V,2,15,11
202324,CLAA83301C,4,39,34
202324,AVAA84605L,1,25,17
202324,PAAA8AG036,5,46,65
202324,GOAA800024,1,13,8
202324,RGAA026105,2,21,17
202324,MOAA82703G,3,29,39
202324,SPAA815031,2,23,24
202324,BAAA82702N,3,39,28
202324,CEAA8A806A,1,6,3
202324,COAA85004L,2,15,23
202324,VAAA835037,1,15,10
202324,CSAA8AY018,1,11,10
202324,KRAA80801C,3,24,29
202324,PIAA83503D,1,8,7
202324,BSAA898018,6,82,63
202324,MEAA819034,5,45,38
202324,SIAA80903E,2,16,22
202324,PTAA82102D,6,72,79
202324,RAAA823015,6,93,76
202324,CTAA8A5021,8,97,61
202324,PCAA80902B,6,75,80
202324,LEAA86401A,6,71,55
202324,BGAA811025,2,23,19
202324,AVAA868019,1,14,12
202324,RMAA8DQ041,4,41,35
202324,RGAA83004C,3,31,34
202324,SAAA83203T,2,19,15
202324,APAA832014,8,77,79
202324,RCAA839076,3,25,27
202324,VCAA80301V,5,54,52
202324,TAAA85302V,2,13,15
202324,BSAA81802C,2,15,15
202324,CTAA834019,6,79,70
202324,NAAA8FX04B,3,23,25
202324,TOAA89001Q,4,34,43
202324,CSAA88902B,7,64,58
202324,LTAA85701D,2,22,25
202324,BRAA818076,3,41,24
202324,FOAA03002R,2,23,26
202324,CRAA802017,2,17,17
202324,UDAA80902C,1,2,3
202324,BAAA11006A,4,46,45
202324,RMAA8EW02T,3,32,28
202324,RMAA8BS01R,3,19,20
202324,AGAA034088,3,26,18
202324,CEAA8A605N,2,15,17
202324,KRAA81902X,3,29,31
202324,PIAA83301Q,4,47,44
202324,FIAA86501C,5,67,55
202324,PTAA82804A,1,9,11
202324,GEAA81901G,3,36,31
202324,FIAA86107B,1,9,11
202324,RMAA841013,2,14,15
202324,CAAA86403E,5,49,52
202324,BGAA80701C,5,56,42
202324,AVAA86701D,2,23,18
202324,LEAA80301V,3,30,36
202324,NAAA8BD01A,1,9,16
202324,MOAA81304P,1,15,5
202324,CNAA86001B,4,50,36
202324,BNAA83804C,3,13,23
202324,MTAA82605G,3,25,26
202324,ALAA80902V,4,43,38
202324,TOAA8BU051,1,11,17
202324,BRAA81605C,2,22,17
202324,FOAA021033,6,63,57
202324,LOAA80601V,2,16,13
202324,CZAA83503X,3,25,25
202324,BAAA046057,4,44,29
202324,MOAA823016,3,34,29
202324,TPAA058064,5,47,37
202324,CAAA81801P,1,13,4
202324,CEAA8BE06D,3,12,21
202324,RMAA8C8017,4,40,43
