id_voto,id_studente,id_docente,materia,voto
VOT28408,STU14975,DOC0614,Matematica,4
VOT28409,STU14976,DOC0614,Matematica,7
VOT28410,STU14976,DOC0614,Matematica,6
VOT28411,STU14977,DOC0614,Matematica,6
VOT28412,STU14977,DOC0614,Matematica,6
VOT28413,STU14978,DOC0614,Matematica,5
VOT28414,STU14978,DOC0614,Matematica,8
VOT28415,STU14979,DOC0614,Matematica,3
VOT28416,STU14979,DOC0614,Matematica,8
VOT28417,STU14980,DOC0614,Matematica,6
VOT28418,STU14980,DOC0614,Matematica,5
VOT28419,STU15001,DOC0606,Scienze,7
VOT28420,STU15001,DOC0606,Scienze,7
VOT28421,STU15001,DOC0608,Educazione Fisica,5
VOT28422,STU15001,DOC0608,Educazione Fisica,6
VOT28423,STU15002,DOC0606,Scienze,6
VOT28424,STU15002,DOC0606,Scienze,6
VOT28425,STU15002,DOC0608,Educazione Fisica,7
VOT28426,STU15002,DOC0608,Educazione Fisica,9
VOT28427,STU15003,DOC0606,Scienze,7
VOT28428,STU15003,DOC0606,Scienze,5
VOT28429,STU15003,DOC0608,Educazione Fisica,7
VOT28430,STU15003,DOC0608,Educazione Fisica,7
VOT28431,STU15004,DOC0606,Scienze,8
VOT28432,STU15004,DOC0606,Scienze,9
VOT28433,STU15004,DOC0608,Educazione Fisica,7
VOT28434,STU15004,DOC0608,Educazione Fisica,7
VOT28435,STU15005,DOC0606,Scienze,5
VOT28436,STU15005,DOC0606,Scienze,6
VOT28437,STU15005,DOC0608,Educazione Fisica,8
VOT28438,STU15005,DOC0608,Educazione Fisica,8
VOT28439,STU15006,DOC0606,Scienze,7
VOT28440,STU15006,DOC0606,Scienze,5
VOT28441,STU15006,DOC0608,Educazione Fisica,6
VOT28442,STU15006,DOC0608,Educazione Fisica,3
VOT28443,STU15007,DOC0606,Scienze,6
VOT28444,STU15007,DOC0606,Scienze,7
VOT28445,STU15007,DOC0608,Educazione Fisica,6
VOT28446,STU15007,DOC0608,Educazione Fisica,5
VOT28447,STU15008,DOC0606,Scienze,7
VOT28448,STU15008,DOC0606,Scienze,7
VOT28449,STU15008,DOC0608,Educazione Fisica,5
VOT28450,STU15008,DOC0608,Educazione Fisica,9
VOT28451,STU15009,DOC0606,Scienze,7
VOT28452,STU15009,DOC0606,Scienze,6
VOT28453,STU15009,DOC0608,Educazione Fisica,8
VOT28454,STU15009,DOC0608,Educazione Fisica,4
VOT28455,STU15010,DOC0606,Scienze,8
VOT28456,STU15010,DOC0606,Scienze,6
VOT28457,STU15010,DOC0608,Educazione Fisica,6
VOT28458,STU15010,DOC0608,Educazione Fisica,7
VOT28459,STU15011,DOC0606,Scienze,9
VOT28460,STU15011,DOC0606,Scienze,7
VOT28461,STU15011,DOC0608,Educazione Fisica,6
VOT28462,STU15011,DOC0608,Educazione Fisica,5
VOT28463,STU15012,DOC0606,Scienze,5
VOT28464,STU15012,DOC0606,Scienze,5
VOT28465,STU15012,DOC0608,Educazione Fisica,6
VOT28466,STU15012,DOC0608,Educazione Fisica,7
VOT28467,STU15013,DOC0606,Scienze,8
VOT28468,STU15013,DOC0606,Scienze,5
VOT28469,STU15013,DOC0608,Educazione Fisica,7
VOT28470,STU15013,DOC0608,Educazione Fisica,5
VOT28471,STU15014,DOC0606,Scienze,6
VOT28472,STU15014,DOC0606,Scienze,4
VOT28473,STU15014,DOC0608,Educazione Fisica,7
VOT28474,STU15014,DOC0608,Educazione Fisica,7
VOT28475,STU15015,DOC0606,Scienze,5
VOT28476,STU15015,DOC0606,Scienze,6
VOT28477,STU15015,DOC0608,Educazione Fisica,6
VOT28478,STU15015,DOC0608,Educazione Fisica,8
VOT28479,STU15030,DOC0611,Educazione Fisica,4
VOT28480,STU15030,DOC0611,Educazione Fisica,8
VOT28481,STU15031,DOC0611,Educazione Fisica,6
VOT28482,STU15031,DOC0611,Educazione Fisica,7
VOT28483,STU15032,DOC0611,Educazione Fisica,4
VOT28484,STU15032,DOC0611,Educazione Fisica,7
VOT28485,STU15033,DOC0611,Educazione Fisica,4
VOT28486,STU15033,DOC0611,Educazione Fisica,5
VOT28487,STU15034,DOC0611,Educazione Fisica,7
VOT28488,STU15034,DOC0611,Educazione Fisica,8
VOT28489,STU15035,DOC0611,Educazione Fisica,6
VOT28490,STU15035,DOC0611,Educazione Fisica,7
VOT28491,STU15036,DOC0611,Educazione Fisica,7
VOT28492,STU15036,DOC0611,Educazione Fisica,5
VOT28493,STU15037,DOC0611,Educazione Fisica,7
VOT28494,STU15037,DOC0611,Educazione Fisica,8
VOT28495,STU15038,DOC0611,Educazione Fisica,6
VOT28496,STU15038,DOC0611,Educazione Fisica,6
VOT28497,STU15039,DOC0611,Educazione Fisica,7
VOT28498,STU15039,DOC0611,Educazione Fisica,6
VOT28499,STU15040,DOC0611,Educazione Fisica,8
VOT28500,STU15040,DOC0611,Educazione Fisica,7
VOT28501,STU15041,DOC0611,Educazione Fisica,5
VOT28502,STU15041,DOC0611,Educazione Fisica,6
VOT28503,STU15042,DOC0611,Educazione Fisica,7
VOT28504,STU15042,DOC0611,Educazione Fisica,5
VOT28505,STU15043,DOC0611,Educazione Fisica,8
VOT28506,STU15043,DOC0611,Educazione Fisica,6
VOT28507,STU15044,DOC0611,Educazione Fisica,7
VOT28508,STU15044,DOC0611,Educazione Fisica,9
VOT28509,STU15045,DOC0611,Educazione Fisica,6
VOT28510,STU15045,DOC0611,Educazione Fisica,7
VOT28511,STU15046,DOC0611,Educazione Fisica,8
VOT28512,STU15046,DOC0611,Educazione Fisica,6
VOT28513,STU15047,DOC0611,Educazione Fisica,7
VOT28514,STU15047,DOC0611,Educazione Fisica,9
VOT28515,STU15065,DOC0610,Italiano,7
VOT28516,STU15065,DOC0610,Italiano,9
VOT28517,STU15066,DOC0610,Italiano,7
VOT28518,STU15066,DOC0610,Italiano,7
VOT28519,STU15067,DOC0610,Italiano,5
VOT28520,STU15067,DOC0610,Italiano,7
VOT28521,STU15068,DOC0610,Italiano,7
VOT28522,STU15068,DOC0610,Italiano,7
VOT28523,STU15069,DOC0610,Italiano,7
VOT28524,STU15069,DOC0610,Italiano,9
VOT28525,STU15070,DOC0610,Italiano,8
VOT28526,STU15070,DOC0610,Italiano,4
VOT28527,STU15071,DOC0610,Italiano,7
VOT28528,STU15071,DOC0610,Italiano,7
VOT28529,STU15072,DOC0610,Italiano,8
VOT28530,STU15072,DOC0610,Italiano,7
VOT28531,STU15073,DOC0610,Italiano,8
VOT28532,STU15073,DOC0610,Italiano,4
VOT28533,STU15074,DOC0610,Italiano,7
VOT28534,STU15074,DOC0610,Italiano,6
VOT28535,STU15075,DOC0610,Italiano,7
VOT28536,STU15075,DOC0610,Italiano,6
VOT28537,STU15076,DOC0610,Italiano,5
VOT28538,STU15076,DOC0610,Italiano,7
VOT28539,STU15077,DOC0610,Italiano,5
VOT28540,STU15077,DOC0610,Italiano,9
VOT28541,STU15078,DOC0610,Italiano,7
VOT28542,STU15078,DOC0610,Italiano,9
VOT28543,STU15079,DOC0610,Italiano,6
VOT28544,STU15079,DOC0610,Italiano,9
VOT28545,STU15094,DOC0602,Scienze,5
VOT28546,STU15094,DOC0602,Scienze,6
VOT28547,STU15095,DOC0602,Scienze,8
VOT28548,STU15095,DOC0602,Scienze,8
VOT28549,STU15096,DOC0602,Scienze,8
VOT28550,STU15096,DOC0602,Scienze,8
VOT28551,STU15097,DOC0602,Scienze,8
VOT28552,STU15097,DOC0602,Scienze,8
VOT28553,STU15098,DOC0602,Scienze,6
VOT28554,STU15098,DOC0602,Scienze,5
VOT28555,STU15099,DOC0602,Scienze,7
VOT28556,STU15099,DOC0602,Scienze,7
VOT28557,STU15100,DOC0602,Scienze,3
VOT28558,STU15100,DOC0602,Scienze,7
VOT28559,STU15101,DOC0602,Scienze,6
VOT28560,STU15101,DOC0602,Scienze,7
VOT28561,STU15102,DOC0602,Scienze,8
VOT28562,STU15102,DOC0602,Scienze,7
VOT28563,STU15103,DOC0602,Scienze,6
VOT28564,STU15103,DOC0602,Scienze,4
VOT28565,STU15104,DOC0602,Scienze,6
VOT28566,STU15104,DOC0602,Scienze,6
VOT28567,STU15105,DOC0602,Scienze,6
VOT28568,STU15105,DOC0602,Scienze,6
VOT28569,STU15106,DOC0602,Scienze,6
VOT28570,STU15106,DOC0602,Scienze,3
VOT28571,STU15107,DOC0602,Scienze,6
VOT28572,STU15107,DOC0602,Scienze,7
VOT28573,STU15108,DOC0602,Scienze,5
VOT28574,STU15108,DOC0602,Scienze,7
VOT28575,STU15109,DOC0602,Scienze,5
VOT28576,STU15109,DOC0602,Scienze,9
VOT28577,STU15110,DOC0602,Scienze,7
VOT28578,STU15110,DOC0602,Scienze,7
VOT28579,STU15111,DOC0602,Scienze,9
VOT28580,STU15111,DOC0602,Scienze,8
VOT28581,STU15112,DOC0602,Scienze,6
VOT28582,STU15112,DOC0602,Scienze,6
VOT28583,STU15113,DOC0602,Scienze,6
VOT28584,STU15113,DOC0602,Scienze,5
VOT28585,STU15114,DOC0602,Scienze,8
VOT28586,STU15114,DOC0602,Scienze,4
VOT28587,STU15136,DOC0605,Italiano,3
VOT28588,STU15136,DOC0605,Italiano,7
VOT28589,STU15137,DOC0605,Italiano,8
VOT28590,STU15137,DOC0605,Italiano,8
VOT28591,STU15138,DOC0605,Italiano,7
VOT28592,STU15138,DOC0605,Italiano,6
VOT28593,STU15139,DOC0605,Italiano,9
VOT28594,STU15139,DOC0605,Italiano,4
VOT28595,STU15140,DOC0605,Italiano,6
VOT28596,STU15140,DOC0605,Italiano,5
VOT28597,STU15141,DOC0605,Italiano,7
VOT28598,STU15141,DOC0605,Italiano,4
VOT28599,STU15142,DOC0605,Italiano,7
VOT28600,STU15142,DOC0605,Italiano,7
VOT28601,STU15143,DOC0605,Italiano,9
VOT28602,STU15143,DOC0605,Italiano,7
VOT28603,STU15144,DOC0605,Italiano,6
VOT28604,STU15144,DOC0605,Italiano,8
VOT28605,STU15145,DOC0605,Italiano,6
VOT28606,STU15145,DOC0605,Italiano,4
VOT28607,STU15146,DOC0605,Italiano,8
VOT28608,STU15146,DOC0605,Italiano,9
VOT28609,STU15147,DOC0605,Italiano,6
VOT28610,STU15147,DOC0605,Italiano,8
VOT28611,STU15148,DOC0605,Italiano,8
VOT28612,STU15148,DOC0605,Italiano,7
VOT28613,STU15149,DOC0605,Italiano,8
VOT28614,STU15149,DOC0605,Italiano,7
VOT28615,STU15150,DOC0605,Italiano,4
VOT28616,STU15150,DOC0605,Italiano,7
VOT28617,STU15151,DOC0605,Italiano,6
VOT28618,STU15151,DOC0605,Italiano,4
VOT28619,STU15152,DOC0605,Italiano,8
VOT28620,STU15152,DOC0605,Italiano,6
VOT28621,STU15153,DOC0605,Italiano,7
VOT28622,STU15153,DOC0605,Italiano,8
VOT28623,STU15154,DOC0605,Italiano,8
VOT28624,STU15154,DOC0605,Italiano,7
VOT28625,STU15155,DOC0604,Storia,8
VOT28626,STU15155,DOC0604,Storia,5
VOT28627,STU15156,DOC0604,Storia,8
VOT28628,STU15156,DOC0604,Storia,5
VOT28629,STU15157,DOC0604,Storia,6
VOT28630,STU15157,DOC0604,Storia,4
VOT28631,STU15158,DOC0604,Storia,6
VOT28632,STU15158,DOC0604,Storia,7
VOT28633,STU15159,DOC0604,Storia,5
VOT28634,STU15159,DOC0604,Storia,8
VOT28635,STU15160,DOC0604,Storia,7
VOT28636,STU15160,DOC0604,Storia,9
VOT28637,STU15161,DOC0604,Storia,8
VOT28638,STU15161,DOC0604,Storia,9
VOT28639,STU15162,DOC0604,Storia,4
VOT28640,STU15162,DOC0604,Storia,6
VOT28641,STU15163,DOC0604,Storia,7
VOT28642,STU15163,DOC0604,Storia,7
VOT28643,STU15164,DOC0604,Storia,9
VOT28644,STU15164,DOC0604,Storia,6
VOT28645,STU15165,DOC0604,Storia,7
VOT28646,STU15165,DOC0604,Storia,4
VOT28647,STU15166,DOC0604,Storia,9
VOT28648,STU15166,DOC0604,Storia,6
VOT28649,STU15167,DOC0604,Storia,9
VOT28650,STU15167,DOC0604,Storia,6
VOT28651,STU15168,DOC0604,Storia,8
VOT28652,STU15168,DOC0604,Storia,6
VOT28653,STU15169,DOC0604,Storia,7
VOT28654,STU15169,DOC0604,Storia,9
VOT28655,STU15170,DOC0604,Storia,7
VOT28656,STU15170,DOC0604,Storia,9
VOT28657,STU15171,DOC0604,Storia,7
VOT28658,STU15171,DOC0604,Storia,7
VOT28659,STU15172,DOC0604,Storia,4
VOT28660,STU15172,DOC0604,Storia,7
VOT28661,STU15173,DOC0604,Storia,8
VOT28662,STU15173,DOC0604,Storia,5
VOT28663,STU15174,DOC0602,Scienze,10
VOT28664,STU15174,DOC0602,Scienze,3
VOT28665,STU15175,DOC0602,Scienze,9
VOT28666,STU15175,DOC0602,Scienze,6
VOT28667,STU15176,DOC0602,Scienze,7
VOT28668,STU15176,DOC0602,Scienze,3
VOT28669,STU15177,DOC0602,Scienze,7
VOT28670,STU15177,DOC0602,Scienze,8
VOT28671,STU15178,DOC0602,Scienze,7
VOT28672,STU15178,DOC0602,Scienze,7
VOT28673,STU15179,DOC0602,Scienze,6
VOT28674,STU15179,DOC0602,Scienze,6
VOT28675,STU15180,DOC0602,Scienze,5
VOT28676,STU15180,DOC0602,Scienze,6
VOT28677,STU15181,DOC0602,Scienze,6
VOT28678,STU15181,DOC0602,Scienze,6
VOT28679,STU15182,DOC0602,Scienze,7
VOT28680,STU15182,DOC0602,Scienze,8
VOT28681,STU15183,DOC0602,Scienze,6
VOT28682,STU15183,DOC0602,Scienze,7
VOT28683,STU15184,DOC0602,Scienze,5
VOT28684,STU15184,DOC0602,Scienze,6
VOT28685,STU15185,DOC0602,Scienze,8
VOT28686,STU15185,DOC0602,Scienze,5
VOT28687,STU15186,DOC0602,Scienze,7
VOT28688,STU15186,DOC0602,Scienze,5
VOT28689,STU15187,DOC0602,Scienze,7
VOT28690,STU15187,DOC0602,Scienze,6
VOT28691,STU15188,DOC0602,Scienze,7
VOT28692,STU15188,DOC0602,Scienze,9
VOT28693,STU15189,DOC0602,Scienze,6
VOT28694,STU15189,DOC0602,Scienze,8
VOT28695,STU15190,DOC0602,Scienze,7
VOT28696,STU15190,DOC0602,Scienze,9
VOT28697,STU15191,DOC0602,Scienze,6
VOT28698,STU15191,DOC0602,Scienze,8
VOT28699,STU15192,DOC0622,Italiano,7
VOT28700,STU15192,DOC0622,Italiano,5
VOT28701,STU15192,DOC0624,Matematica,6
VOT28702,STU15192,DOC0624,Matematica,7
VOT28703,STU15193,DOC0622,Italiano,7
VOT28704,STU15193,DOC0622,Italiano,6
VOT28705,STU15193,DOC0624,Matematica,6
VOT28706,STU15193,DOC0624,Matematica,5
VOT28707,STU15194,DOC0622,Italiano,7
VOT28708,STU15194,DOC0622,Italiano,7
VOT28709,STU15194,DOC0624,Matematica,7
VOT28710,STU15194,DOC0624,Matematica,7
VOT28711,STU15195,DOC0622,Italiano,5
VOT28712,STU15195,DOC0622,Italiano,8
VOT28713,STU15195,DOC0624,Matematica,9
VOT28714,STU15195,DOC0624,Matematica,7
VOT28715,STU15196,DOC0622,Italiano,8
VOT28716,STU15196,DOC0622,Italiano,8
VOT28717,STU15196,DOC0624,Matematica,7
VOT28718,STU15196,DOC0624,Matematica,9
VOT28719,STU15197,DOC0622,Italiano,5
VOT28720,STU15197,DOC0622,Italiano,6
VOT28721,STU15197,DOC0624,Matematica,4
VOT28722,STU15197,DOC0624,Matematica,6
VOT28723,STU15198,DOC0622,Italiano,9
VOT28724,STU15198,DOC0622,Italiano,7
VOT28725,STU15198,DOC0624,Matematica,7
VOT28726,STU15198,DOC0624,Matematica,6
VOT28727,STU15199,DOC0622,Italiano,5
VOT28728,STU15199,DOC0622,Italiano,6
VOT28729,STU15199,DOC0624,Matematica,5
VOT28730,STU15199,DOC0624,Matematica,8
VOT28731,STU15200,DOC0622,Italiano,9
VOT28732,STU15200,DOC0622,Italiano,6
VOT28733,STU15200,DOC0624,Matematica,6
VOT28734,STU15200,DOC0624,Matematica,7
VOT28735,STU15201,DOC0622,Italiano,5
VOT28736,STU15201,DOC0622,Italiano,8
VOT28737,STU15201,DOC0624,Matematica,8
VOT28738,STU15201,DOC0624,Matematica,7
VOT28739,STU15202,DOC0622,Italiano,6
VOT28740,STU15202,DOC0622,Italiano,5
VOT28741,STU15202,DOC0624,Matematica,5
VOT28742,STU15202,DOC0624,Matematica,8
VOT28743,STU15203,DOC0622,Italiano,6
VOT28744,STU15203,DOC0622,Italiano,8
VOT28745,STU15203,DOC0624,Matematica,5
VOT28746,STU15203,DOC0624,Matematica,8
VOT28747,STU15204,DOC0622,Italiano,7
VOT28748,STU15204,DOC0622,Italiano,7
VOT28749,STU15204,DOC0624,Matematica,3
VOT28750,STU15204,DOC0624,Matematica,6
VOT28751,STU15205,DOC0622,Italiano,5
VOT28752,STU15205,DOC0622,Italiano,10
VOT28753,STU15205,DOC0624,Matematica,8
VOT28754,STU15205,DOC0624,Matematica,6
VOT28755,STU15206,DOC0622,Italiano,3
VOT28756,STU15206,DOC0622,Italiano,7
VOT28757,STU15206,DOC0624,Matematica,7
VOT28758,STU15206,DOC0624,Matematica,6
VOT28759,STU15207,DOC0621,Scienze,9
VOT28760,STU15207,DOC0621,Scienze,5
VOT28761,STU15207,DOC0622,Italiano,8
VOT28762,STU15207,DOC0622,Italiano,6
VOT28763,STU15207,DOC0623,Storia,7
VOT28764,STU15207,DOC0623,Storia,5
VOT28765,STU15207,DOC0624,Matematica,7
VOT28766,STU15207,DOC0624,Matematica,5
VOT28767,STU15207,DOC0625,Educazione Fisica,9
VOT28768,STU15207,DOC0625,Educazione Fisica,8
VOT28769,STU15208,DOC0621,Scienze,6
VOT28770,STU15208,DOC0621,Scienze,5
VOT28771,STU15208,DOC0622,Italiano,4
VOT28772,STU15208,DOC0622,Italiano,8
VOT28773,STU15208,DOC0623,Storia,6
VOT28774,STU15208,DOC0623,Storia,6
VOT28775,STU15208,DOC0624,Matematica,5
VOT28776,STU15208,DOC0624,Matematica,8
VOT28777,STU15208,DOC0625,Educazione Fisica,5
VOT28778,STU15208,DOC0625,Educazione Fisica,7
VOT28779,STU15209,DOC0621,Scienze,8
VOT28780,STU15209,DOC0621,Scienze,6
VOT28781,STU15209,DOC0622,Italiano,6
VOT28782,STU15209,DOC0622,Italiano,7
VOT28783,STU15209,DOC0623,Storia,7
VOT28784,STU15209,DOC0623,Storia,7
VOT28785,STU15209,DOC0624,Matematica,7
VOT28786,STU15209,DOC0624,Matematica,5
VOT28787,STU15209,DOC0625,Educazione Fisica,5
VOT28788,STU15209,DOC0625,Educazione Fisica,6
VOT28789,STU15210,DOC0621,Scienze,6
VOT28790,STU15210,DOC0621,Scienze,9
VOT28791,STU15210,DOC0622,Italiano,7
VOT28792,STU15210,DOC0622,Italiano,8
VOT28793,STU15210,DOC0623,Storia,9
VOT28794,STU15210,DOC0623,Storia,6
VOT28795,STU15210,DOC0624,Matematica,6
VOT28796,STU15210,DOC0624,Matematica,6
VOT28797,STU15210,DOC0625,Educazione Fisica,4
VOT28798,STU15210,DOC0625,Educazione Fisica,7
VOT28799,STU15211,DOC0621,Scienze,8
VOT28800,STU15211,DOC0621,Scienze,8
VOT28801,STU15211,DOC0622,Italiano,8
VOT28802,STU15211,DOC0622,Italiano,7
VOT28803,STU15211,DOC0623,Storia,10
VOT28804,STU15211,DOC0623,Storia,8
VOT28805,STU15211,DOC0624,Matematica,6
VOT28806,STU15211,DOC0624,Matematica,8
VOT28807,STU15211,DOC0625,Educazione Fisica,9
VOT28808,STU15211,DOC0625,Educazione Fisica,5
VOT28809,STU15212,DOC0621,Scienze,5
VOT28810,STU15212,DOC0621,Scienze,6
VOT28811,STU15212,DOC0622,Italiano,6
VOT28812,STU15212,DOC0622,Italiano,6
VOT28813,STU15212,DOC0623,Storia,6
VOT28814,STU15212,DOC0623,Storia,4
VOT28815,STU15212,DOC0624,Matematica,8
VOT28816,STU15212,DOC0624,Matematica,6
VOT28817,STU15212,DOC0625,Educazione Fisica,8
VOT28818,STU15212,DOC0625,Educazione Fisica,7
VOT28819,STU15213,DOC0621,Scienze,6
VOT28820,STU15213,DOC0621,Scienze,7
VOT28821,STU15213,DOC0622,Italiano,9
VOT28822,STU15213,DOC0622,Italiano,7
VOT28823,STU15213,DOC0623,Storia,9
VOT28824,STU15213,DOC0623,Storia,6
VOT28825,STU15213,DOC0624,Matematica,6
VOT28826,STU15213,DOC0624,Matematica,6
VOT28827,STU15213,DOC0625,Educazione Fisica,6
VOT28828,STU15213,DOC0625,Educazione Fisica,6
VOT28829,STU15214,DOC0621,Scienze,7
VOT28830,STU15214,DOC0621,Scienze,6
VOT28831,STU15214,DOC0622,Italiano,7
VOT28832,STU15214,DOC0622,Italiano,9
VOT28833,STU15214,DOC0623,Storia,7
VOT28834,STU15214,DOC0623,Storia,4
VOT28835,STU15214,DOC0624,Matematica,9
VOT28836,STU15214,DOC0624,Matematica,9
VOT28837,STU15214,DOC0625,Educazione Fisica,6
VOT28838,STU15214,DOC0625,Educazione Fisica,7
VOT28839,STU15215,DOC0621,Scienze,6
VOT28840,STU15215,DOC0621,Scienze,5
VOT28841,STU15215,DOC0622,Italiano,7
VOT28842,STU15215,DOC0622,Italiano,6
VOT28843,STU15215,DOC0623,Storia,6
VOT28844,STU15215,DOC0623,Storia,9
VOT28845,STU15215,DOC0624,Matematica,6
VOT28846,STU15215,DOC0624,Matematica,8
VOT28847,STU15215,DOC0625,Educazione Fisica,4
VOT28848,STU15215,DOC0625,Educazione Fisica,8
VOT28849,STU15216,DOC0621,Scienze,8
VOT28850,STU15216,DOC0621,Scienze,6
VOT28851,STU15216,DOC0622,Italiano,3
VOT28852,STU15216,DOC0622,Italiano,6
VOT28853,STU15216,DOC0623,Storia,7
VOT28854,STU15216,DOC0623,Storia,10
VOT28855,STU15216,DOC0624,Matematica,5
VOT28856,STU15216,DOC0624,Matematica,7
VOT28857,STU15216,DOC0625,Educazione Fisica,6
VOT28858,STU15216,DOC0625,Educazione Fisica,9
VOT28859,STU15217,DOC0621,Scienze,7
VOT28860,STU15217,DOC0621,Scienze,8
VOT28861,STU15217,DOC0622,Italiano,9
VOT28862,STU15217,DOC0622,Italiano,5
VOT28863,STU15217,DOC0623,Storia,9
VOT28864,STU15217,DOC0623,Storia,5
VOT28865,STU15217,DOC0624,Matematica,7
VOT28866,STU15217,DOC0624,Matematica,6
VOT28867,STU15217,DOC0625,Educazione Fisica,4
VOT28868,STU15217,DOC0625,Educazione Fisica,8
VOT28869,STU15218,DOC0621,Scienze,6
VOT28870,STU15218,DOC0621,Scienze,5
VOT28871,STU15218,DOC0622,Italiano,7
VOT28872,STU15218,DOC0622,Italiano,4
VOT28873,STU15218,DOC0623,Storia,8
VOT28874,STU15218,DOC0623,Storia,7
VOT28875,STU15218,DOC0624,Matematica,6
VOT28876,STU15218,DOC0624,Matematica,7
VOT28877,STU15218,DOC0625,Educazione Fisica,5
VOT28878,STU15218,DOC0625,Educazione Fisica,7
VOT28879,STU15219,DOC0621,Scienze,5
VOT28880,STU15219,DOC0621,Scienze,8
VOT28881,STU15219,DOC0622,Italiano,8
VOT28882,STU15219,DOC0622,Italiano,8
VOT28883,STU15219,DOC0623,Storia,5
VOT28884,STU15219,DOC0623,Storia,7
VOT28885,STU15219,DOC0624,Matematica,6
VOT28886,STU15219,DOC0624,Matematica,6
VOT28887,STU15219,DOC0625,Educazione Fisica,5
VOT28888,STU15219,DOC0625,Educazione Fisica,4
VOT28889,STU15220,DOC0621,Scienze,8
VOT28890,STU15220,DOC0621,Scienze,5
VOT28891,STU15220,DOC0622,Italiano,6
VOT28892,STU15220,DOC0622,Italiano,7
VOT28893,STU15220,DOC0623,Storia,5
VOT28894,STU15220,DOC0623,Storia,7
VOT28895,STU15220,DOC0624,Matematica,6
VOT28896,STU15220,DOC0624,Matematica,4
VOT28897,STU15220,DOC0625,Educazione Fisica,4
VOT28898,STU15220,DOC0625,Educazione Fisica,5
VOT28899,STU15221,DOC0621,Scienze,8
VOT28900,STU15221,DOC0621,Scienze,6
VOT28901,STU15221,DOC0622,Italiano,6
VOT28902,STU15221,DOC0622,Italiano,6
VOT28903,STU15221,DOC0623,Storia,5
VOT28904,STU15221,DOC0623,Storia,8
VOT28905,STU15221,DOC0624,Matematica,5
VOT28906,STU15221,DOC0624,Matematica,5
VOT28907,STU15221,DOC0625,Educazione Fisica,6
VOT28908,STU15221,DOC0625,Educazione Fisica,8
VOT28909,STU15240,DOC0618,Scienze,8
VOT28910,STU15240,DOC0618,Scienze,8
VOT28911,STU15241,DOC0618,Scienze,8
VOT28912,STU15241,DOC0618,Scienze,5
VOT28913,STU15242,DOC0618,Scienze,5
VOT28914,STU15242,DOC0618,Scienze,8
VOT28915,STU15243,DOC0618,Scienze,7
VOT28916,STU15243,DOC0618,Scienze,8
VOT28917,STU15244,DOC0618,Scienze,10
VOT28918,STU15244,DOC0618,Scienze,7
VOT28919,STU15245,DOC0618,Scienze,7
VOT28920,STU15245,DOC0618,Scienze,8
VOT28921,STU15246,DOC0618,Scienze,7
VOT28922,STU15246,DOC0618,Scienze,7
VOT28923,STU15247,DOC0618,Scienze,5
VOT28924,STU15247,DOC0618,Scienze,6
VOT28925,STU15248,DOC0618,Scienze,5
VOT28926,STU15248,DOC0618,Scienze,5
VOT28927,STU15249,DOC0618,Scienze,7
VOT28928,STU15249,DOC0618,Scienze,5
VOT28929,STU15250,DOC0618,Scienze,3
VOT28930,STU15250,DOC0618,Scienze,4
VOT28931,STU15251,DOC0618,Scienze,10
VOT28932,STU15251,DOC0618,Scienze,5
VOT28933,STU15252,DOC0618,Scienze,5
VOT28934,STU15252,DOC0618,Scienze,5
VOT28935,STU15253,DOC0618,Scienze,8
VOT28936,STU15253,DOC0618,Scienze,9
VOT28937,STU15254,DOC0618,Scienze,7
VOT28938,STU15254,DOC0618,Scienze,6
VOT28939,STU15255,DOC0618,Scienze,7
VOT28940,STU15255,DOC0618,Scienze,7
VOT28941,STU15256,DOC0618,Scienze,6
VOT28942,STU15256,DOC0618,Scienze,6
VOT28943,STU15257,DOC0618,Scienze,7
VOT28944,STU15257,DOC0618,Scienze,5
VOT28945,STU15275,DOC0618,Scienze,7
VOT28946,STU15275,DOC0618,Scienze,6
VOT28947,STU15275,DOC0619,Matematica,7
VOT28948,STU15275,DOC0619,Matematica,6
VOT28949,STU15276,DOC0618,Scienze,4
VOT28950,STU15276,DOC0618,Scienze,6
VOT28951,STU15276,DOC0619,Matematica,6
VOT28952,STU15276,DOC0619,Matematica,8
VOT28953,STU15277,DOC0618,Scienze,5
VOT28954,STU15277,DOC0618,Scienze,7
VOT28955,STU15277,DOC0619,Matematica,7
VOT28956,STU15277,DOC0619,Matematica,7
VOT28957,STU15278,DOC0618,Scienze,6
VOT28958,STU15278,DOC0618,Scienze,9
VOT28959,STU15278,DOC0619,Matematica,6
VOT28960,STU15278,DOC0619,Matematica,6
VOT28961,STU15279,DOC0618,Scienze,5
VOT28962,STU15279,DOC0618,Scienze,6
VOT28963,STU15279,DOC0619,Matematica,6
VOT28964,STU15279,DOC0619,Matematica,8
VOT28965,STU15280,DOC0618,Scienze,5
VOT28966,STU15280,DOC0618,Scienze,5
VOT28967,STU15280,DOC0619,Matematica,7
VOT28968,STU15280,DOC0619,Matematica,6
VOT28969,STU15281,DOC0618,Scienze,7
VOT28970,STU15281,DOC0618,Scienze,7
VOT28971,STU15281,DOC0619,Matematica,5
VOT28972,STU15281,DOC0619,Matematica,6
VOT28973,STU15282,DOC0618,Scienze,6
VOT28974,STU15282,DOC0618,Scienze,5
VOT28975,STU15282,DOC0619,Matematica,6
VOT28976,STU15282,DOC0619,Matematica,8
